city,datetime,CO,NO2,O3,PM10,PM2.5,SO2,temperature_c,humidity_percent,pressure_hpa,wind_speed_kmh,wind_direction_deg,precipitation_mm,air_quality_good,year,month,estado
Lisboa,12/09/25 00:00,0.56,16.75,62.7,14.01,11.44,4.9,19.5,87.0,1022.2,11.9,357.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,12/09/25 01:00,0.76,27.84,81.9,12.68,16.4,5.48,19.8,84.0,1021.8,9.0,358.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,12/09/25 02:00,0.83,13.35,70.39,15.58,10.53,7.69,19.7,85.0,1021.6,9.4,353.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,12/09/25 03:00,0.7,18.05,77.43,11.37,10.16,2.03,19.6,88.0,1021.0,9.8,354.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,12/09/25 04:00,0.61,21.72,75.27,17.25,10.28,5.66,19.4,89.0,1020.7,9.4,356.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,12/09/25 05:00,0.61,18.25,79.28,16.43,14.13,4.89,19.5,88.0,1020.5,9.0,355.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,12/09/25 06:00,0.64,31.87,48.46,18.21,8.64,5.86,19.3,89.0,1020.4,9.7,356.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,12/09/25 07:00,2.06,44.54,68.42,41.15,25.57,9.76,19.3,90.0,1020.6,10.5,354.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,12/09/25 08:00,1.48,42.06,62.37,44.21,21.31,12.1,19.5,88.0,1021.3,11.6,355.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,12/09/25 09:00,1.4,41.32,72.43,32.27,31.24,11.26,20.7,79.0,1021.6,11.2,4.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,12/09/25 10:00,1.38,56.43,82.98,31.02,20.66,12.64,22.7,70.0,1021.4,12.7,8.0,0.0,True,2025,9,condicoes_seguras
Lisboa,12/09/25 11:00,1.2,41.2,75.66,26.13,17.16,6.95,24.5,62.0,1021.3,13.6,17.0,0.0,True,2025,9,condicoes_seguras
Lisboa,12/09/25 12:00,0.99,32.79,76.26,31.69,19.0,8.0,26.0,56.0,1021.2,13.8,20.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,12/09/25 13:00,2.01,36.09,74.96,29.41,19.75,5.12,27.1,52.0,1020.5,11.3,9.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,12/09/25 14:00,1.39,23.46,102.38,31.45,15.46,6.71,27.8,50.0,1020.5,11.9,2.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,12/09/25 15:00,1.17,46.66,54.89,26.32,17.1,9.82,28.1,49.0,1020.0,13.5,351.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,12/09/25 16:00,0.94,40.17,83.52,33.67,22.81,9.43,28.6,47.0,1019.9,15.2,346.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,12/09/25 17:00,1.86,45.48,82.77,35.18,30.39,9.83,27.6,48.0,1019.3,17.6,345.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,12/09/25 18:00,1.67,42.83,82.38,29.78,27.61,12.09,26.1,53.0,1019.1,19.1,344.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,12/09/25 19:00,1.69,69.05,93.12,41.87,22.15,18.07,24.2,60.0,1019.3,18.0,344.0,0.0,True,2025,9,condicoes_seguras
Lisboa,12/09/25 20:00,1.0,24.61,55.15,25.67,18.05,7.47,22.4,67.0,1019.6,15.5,348.0,0.0,True,2025,9,condicoes_seguras
Lisboa,12/09/25 21:00,1.11,35.61,97.09,18.67,13.42,8.89,21.6,68.0,1020.2,10.5,356.0,0.0,True,2025,9,condicoes_seguras
Lisboa,12/09/25 22:00,0.68,24.6,56.66,15.31,14.79,5.09,20.8,71.0,1020.9,9.4,356.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,12/09/25 23:00,0.85,17.88,86.46,11.47,13.17,3.92,20.4,71.0,1020.8,9.0,358.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,13/09/25 00:00,0.56,16.86,48.08,14.13,2.72,2.07,19.9,70.0,1021.1,9.0,2.0,0.0,True,2025,9,condicoes_seguras
Lisboa,13/09/25 01:00,0.53,13.48,39.42,14.57,9.45,5.74,19.8,73.0,1020.4,6.8,3.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,13/09/25 02:00,0.43,12.05,42.17,13.75,11.6,2.16,19.6,71.0,1020.6,6.1,360.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,13/09/25 03:00,0.49,15.8,52.07,14.68,8.76,6.15,19.5,71.0,1020.3,6.2,353.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,13/09/25 04:00,0.72,13.8,38.76,6.76,3.93,2.13,18.7,78.0,1020.1,6.6,351.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,13/09/25 05:00,0.57,12.41,51.06,5.11,6.14,2.98,18.5,78.0,1020.3,6.6,351.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,13/09/25 06:00,0.37,19.39,53.08,11.73,13.25,2.84,18.1,80.0,1020.5,6.9,351.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,13/09/25 07:00,1.66,35.57,58.51,22.83,25.77,10.39,17.3,86.0,1020.6,7.3,349.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,13/09/25 08:00,1.55,34.12,73.22,32.7,12.63,7.79,17.3,86.0,1021.1,8.8,351.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,13/09/25 09:00,1.34,30.33,68.9,23.78,10.85,9.27,18.1,79.0,1021.6,11.2,356.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,13/09/25 10:00,0.91,35.96,58.64,17.33,13.43,7.79,20.0,62.0,1022.1,9.7,358.0,0.0,True,2025,9,condicoes_seguras
Lisboa,13/09/25 11:00,0.9,28.61,70.92,23.57,11.67,6.98,22.0,53.0,1022.0,11.2,356.0,0.0,True,2025,9,condicoes_seguras
Lisboa,13/09/25 12:00,1.0,26.46,66.48,21.48,11.21,6.51,23.7,47.0,1022.0,13.4,354.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,13/09/25 13:00,1.0,28.23,47.38,19.43,20.2,7.41,25.2,41.0,1021.3,15.2,356.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,13/09/25 14:00,1.13,18.85,60.89,17.03,10.58,7.16,25.7,40.0,1021.6,15.9,354.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,13/09/25 15:00,0.81,14.06,40.0,21.6,16.56,7.25,26.1,39.0,1021.0,16.8,350.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,13/09/25 16:00,0.53,31.05,52.45,15.54,14.17,7.43,26.2,40.0,1021.3,16.9,348.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,13/09/25 17:00,1.08,38.36,57.3,23.83,20.65,9.18,25.4,44.0,1020.9,17.9,345.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,13/09/25 18:00,1.25,44.26,57.25,26.71,20.25,10.13,24.2,50.0,1021.4,17.0,343.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,13/09/25 19:00,1.41,29.16,53.02,17.88,22.08,8.42,22.8,60.0,1021.5,16.3,342.0,0.0,True,2025,9,condicoes_seguras
Lisboa,13/09/25 20:00,0.93,21.66,43.75,19.23,9.59,4.07,21.3,69.0,1022.1,14.1,341.0,0.0,True,2025,9,condicoes_seguras
Lisboa,13/09/25 21:00,0.86,24.3,71.99,15.31,6.93,4.6,20.4,74.0,1022.8,11.2,339.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,13/09/25 22:00,0.46,9.28,62.03,8.88,5.97,4.71,20.2,79.0,1023.3,8.4,340.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,13/09/25 23:00,0.56,10.57,43.83,14.05,8.97,0.95,20.0,83.0,1023.4,7.5,343.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,14/09/25 00:00,0.49,20.32,53.95,8.26,5.53,4.46,19.8,87.0,1023.5,6.6,347.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,14/09/25 01:00,0.63,16.16,55.04,11.31,10.57,6.44,19.7,90.0,1023.1,5.6,345.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,14/09/25 02:00,0.43,15.48,55.08,8.54,4.36,3.37,19.7,91.0,1023.1,5.5,349.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,14/09/25 03:00,0.69,19.97,42.07,10.11,6.8,4.28,19.7,92.0,1022.4,5.6,345.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,14/09/25 04:00,0.53,13.41,48.26,10.21,6.47,3.89,20.0,91.0,1022.4,6.2,350.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,14/09/25 05:00,0.68,10.79,38.41,13.8,8.97,4.75,20.1,90.0,1022.2,7.7,349.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,14/09/25 06:00,0.55,13.96,44.57,4.29,9.58,2.49,19.9,90.0,1022.3,7.9,344.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,14/09/25 07:00,1.38,32.82,50.14,30.92,17.51,7.8,19.8,90.0,1022.4,7.3,340.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,14/09/25 08:00,0.74,40.08,58.89,27.11,19.73,8.33,20.0,88.0,1022.8,8.6,338.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,14/09/25 09:00,1.13,33.36,54.97,23.03,13.6,7.66,20.9,80.0,1022.8,11.2,345.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,14/09/25 10:00,1.17,27.66,72.0,14.75,15.9,4.29,22.1,74.0,1023.0,13.0,354.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,14/09/25 11:00,1.27,19.75,55.01,13.17,12.35,8.58,23.8,65.0,1022.8,15.1,357.0,0.0,True,2025,9,condicoes_seguras
Lisboa,14/09/25 12:00,0.78,27.91,59.29,16.39,9.3,4.73,24.9,62.0,1022.5,15.1,359.0,0.0,True,2025,9,condicoes_seguras
Lisboa,14/09/25 13:00,0.88,32.66,56.24,15.46,15.29,6.7,25.7,58.0,1022.0,14.9,353.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,14/09/25 14:00,0.97,28.25,63.22,17.04,12.42,5.28,26.5,55.0,1021.9,15.7,349.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,14/09/25 15:00,0.89,31.25,54.73,11.08,13.15,4.8,26.8,53.0,1021.3,16.7,346.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,14/09/25 16:00,0.91,31.87,56.77,17.06,16.05,6.45,27.0,51.0,1020.6,17.8,346.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,14/09/25 17:00,1.33,43.29,56.81,26.2,27.17,6.7,26.4,53.0,1020.4,18.6,345.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,14/09/25 18:00,0.7,35.88,68.3,26.99,18.71,9.95,25.1,58.0,1020.2,19.1,344.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,14/09/25 19:00,1.54,48.35,29.18,24.85,21.55,11.16,23.9,65.0,1020.4,18.5,339.0,0.0,True,2025,9,condicoes_seguras
Lisboa,14/09/25 20:00,0.58,23.42,55.92,14.95,13.12,6.08,21.8,75.0,1020.8,18.3,344.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,14/09/25 21:00,1.0,26.49,64.78,17.05,10.3,4.99,20.5,84.0,1021.6,16.6,347.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,14/09/25 22:00,0.64,22.76,54.46,11.84,8.12,4.78,20.2,85.0,1021.9,17.1,353.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,14/09/25 23:00,0.68,13.77,48.74,13.87,10.89,3.26,20.0,86.0,1021.9,17.3,355.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,15/09/25 00:00,0.78,20.25,86.13,19.44,5.08,3.97,19.9,86.0,1022.0,17.0,356.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,15/09/25 01:00,0.62,19.17,76.31,18.41,14.17,5.44,19.7,85.0,1021.6,14.8,354.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,15/09/25 02:00,0.86,18.97,50.66,13.9,14.42,5.35,19.5,84.0,1021.4,12.4,352.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,15/09/25 03:00,0.9,21.24,85.62,13.84,8.45,5.31,19.2,84.0,1020.9,11.6,353.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,15/09/25 04:00,0.61,25.66,78.6,18.15,4.52,3.42,18.9,86.0,1020.8,13.1,352.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,15/09/25 05:00,0.77,22.59,48.7,18.57,10.87,4.51,18.9,86.0,1020.6,14.1,354.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,15/09/25 06:00,0.67,20.58,72.02,18.25,14.21,6.27,18.8,86.0,1020.9,14.4,356.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,15/09/25 07:00,1.5,61.11,102.18,34.64,20.2,9.98,18.6,86.0,1020.9,13.4,355.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,15/09/25 08:00,1.82,60.15,91.2,40.73,20.19,11.56,18.8,85.0,1021.3,14.8,356.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,15/09/25 09:00,2.16,69.12,73.46,34.99,23.75,12.02,19.6,78.0,1021.5,14.8,1.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,15/09/25 10:00,1.37,31.26,64.59,22.93,22.01,9.68,21.6,69.0,1021.8,14.4,357.0,0.0,True,2025,9,condicoes_seguras
Lisboa,15/09/25 11:00,1.26,39.01,85.32,35.78,24.29,7.31,23.4,60.0,1022.1,15.5,4.0,0.0,True,2025,9,condicoes_seguras
Lisboa,15/09/25 12:00,1.12,26.09,96.29,21.12,13.69,8.25,25.2,53.0,1021.8,14.8,1.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,15/09/25 13:00,1.22,31.65,75.29,23.02,20.05,8.05,27.2,43.0,1021.1,13.3,360.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,15/09/25 14:00,1.23,38.4,83.61,18.9,11.68,9.25,28.1,42.0,1020.6,15.2,356.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,15/09/25 15:00,1.2,43.33,73.22,31.41,13.2,9.81,28.1,42.0,1020.2,17.6,349.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,15/09/25 16:00,1.24,41.62,98.07,23.0,27.67,5.97,27.1,47.0,1019.9,21.4,347.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,15/09/25 17:00,1.91,49.09,73.13,33.99,32.33,12.01,25.9,55.0,1019.9,21.8,347.0,0.0,True,2025,9,propagacao_rapida
Lisboa,15/09/25 18:00,1.76,63.01,93.87,38.19,22.34,12.42,24.5,58.0,1019.9,21.0,348.0,0.0,True,2025,9,propagacao_rapida
Lisboa,15/09/25 19:00,1.46,45.19,70.58,36.73,24.24,13.38,22.4,68.0,1020.1,19.1,348.0,0.0,True,2025,9,condicoes_seguras
Lisboa,15/09/25 20:00,1.18,36.93,70.04,24.53,21.39,7.69,20.6,69.0,1020.8,17.2,350.0,0.0,True,2025,9,condicoes_seguras
Lisboa,15/09/25 21:00,1.19,30.15,87.81,26.69,19.38,5.29,19.6,72.0,1021.2,13.8,351.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,15/09/25 22:00,0.84,31.74,65.71,24.91,16.56,5.22,19.0,76.0,1021.5,12.1,348.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,15/09/25 23:00,0.68,14.32,58.28,16.73,8.51,3.5,18.6,76.0,1021.5,11.7,351.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,16/09/25 00:00,0.92,12.07,85.6,16.91,11.29,7.39,18.4,80.0,1021.5,10.5,352.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,16/09/25 01:00,0.75,16.03,66.55,15.64,15.76,7.39,18.0,85.0,1021.5,8.9,346.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,16/09/25 02:00,0.9,24.9,70.79,10.61,10.98,3.62,18.0,85.0,1021.4,10.0,347.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,16/09/25 03:00,0.59,23.78,71.9,18.81,10.77,5.88,18.0,85.0,1021.1,8.7,355.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,16/09/25 04:00,0.7,12.73,62.14,19.61,11.97,4.36,18.0,80.0,1019.8,3.7,349.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,16/09/25 05:00,0.55,20.4,64.77,21.16,13.97,4.77,17.7,80.0,1019.8,3.8,343.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,16/09/25 06:00,0.63,21.58,76.4,17.91,7.82,6.98,17.2,81.0,1019.7,4.2,340.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,16/09/25 07:00,1.77,56.29,74.06,43.97,24.24,11.32,16.8,85.0,1020.2,4.0,333.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,16/09/25 08:00,1.37,53.52,79.53,39.38,29.39,8.98,16.5,88.0,1021.0,4.2,340.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,16/09/25 09:00,1.46,53.25,69.62,51.59,27.9,8.64,17.7,83.0,1021.2,3.3,354.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,16/09/25 10:00,1.2,48.46,77.56,27.81,24.61,11.0,19.3,74.0,1021.6,3.4,32.0,0.0,True,2025,9,risco_incendio_baixo
Lisboa,16/09/25 11:00,1.55,46.25,59.99,24.65,27.22,8.72,21.4,64.0,1021.8,3.4,58.0,0.0,True,2025,9,condicoes_seguras
Lisboa,16/09/25 12:00,1.22,30.21,85.68,29.21,18.64,8.97,23.5,56.0,1021.5,4.0,63.0,0.0,True,2025,9,condicoes_seguras
Lisboa,16/09/25 13:00,1.44,33.01,74.23,30.8,21.12,7.68,26.3,47.0,1020.9,2.3,72.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,16/09/25 14:00,1.42,42.01,100.28,28.72,19.44,9.24,28.3,41.0,1020.2,2.9,97.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,16/09/25 15:00,1.1,39.4,83.03,24.25,17.53,9.9,29.5,41.0,1019.7,2.3,129.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,16/09/25 16:00,1.47,42.55,75.42,29.22,26.22,8.25,30.6,41.0,1019.0,4.3,312.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,16/09/25 17:00,2.16,58.9,89.02,36.58,25.94,11.0,29.8,43.0,1019.0,12.4,338.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,16/09/25 18:00,1.53,56.64,72.51,41.34,27.63,11.42,27.1,49.0,1019.0,13.0,332.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,16/09/25 19:00,1.38,71.18,71.9,35.42,29.61,15.64,26.2,46.0,1019.0,9.1,326.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,16/09/25 20:00,1.27,35.96,83.29,22.23,15.86,7.82,24.4,50.0,1019.2,6.1,332.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,16/09/25 21:00,1.62,28.33,106.44,17.25,15.63,10.61,23.0,53.0,1020.1,5.0,339.0,0.0,True,2025,9,condicoes_seguras
Lisboa,16/09/25 22:00,0.84,22.38,53.98,16.13,8.39,5.16,22.1,53.0,1020.3,4.1,322.0,0.0,True,2025,9,condicoes_seguras
Lisboa,16/09/25 23:00,0.67,17.32,78.35,14.83,7.75,4.61,21.2,56.0,1020.5,3.9,326.0,0.0,True,2025,9,condicoes_seguras
Lisboa,17/09/25 00:00,0.79,23.85,60.86,18.33,13.32,2.8,20.1,57.0,1020.7,4.0,333.0,0.0,True,2025,9,condicoes_seguras
Lisboa,17/09/25 01:00,0.61,22.34,84.49,18.0,14.41,8.07,19.5,54.0,1020.8,3.9,326.0,0.0,True,2025,9,condicoes_seguras
Lisboa,17/09/25 02:00,0.8,22.3,58.12,15.05,8.67,5.75,18.5,55.0,1020.7,4.5,331.0,0.0,True,2025,9,condicoes_seguras
Lisboa,17/09/25 03:00,1.12,13.69,50.92,12.18,13.02,5.25,17.7,57.0,1020.3,5.0,330.0,0.0,True,2025,9,condicoes_seguras
Lisboa,17/09/25 04:00,0.67,16.89,57.81,13.96,3.69,4.85,17.5,56.0,1020.5,5.0,339.0,0.0,True,2025,9,condicoes_seguras
Lisboa,17/09/25 05:00,0.83,20.46,65.09,10.57,13.76,5.63,17.3,57.0,1020.4,4.5,346.0,0.0,True,2025,9,condicoes_seguras
Lisboa,17/09/25 06:00,0.73,21.38,65.63,11.2,13.78,6.32,17.0,60.0,1020.6,3.7,349.0,0.0,True,2025,9,condicoes_seguras
Lisboa,17/09/25 07:00,2.23,49.15,92.81,43.64,25.89,13.54,17.1,66.0,1020.8,2.9,360.0,0.0,True,2025,9,condicoes_seguras
Lisboa,17/09/25 08:00,1.86,57.01,104.36,38.97,24.64,12.64,17.0,68.0,1021.3,3.3,354.0,0.0,True,2025,9,condicoes_seguras
Lisboa,17/09/25 09:00,1.59,54.66,66.8,33.93,25.07,10.33,18.1,65.0,1021.6,2.9,7.0,0.0,True,2025,9,condicoes_seguras
Lisboa,17/09/25 10:00,1.41,33.84,87.2,26.69,16.92,10.25,20.1,53.0,1022.0,2.4,27.0,0.0,True,2025,9,condicoes_seguras
Lisboa,17/09/25 11:00,1.1,36.29,88.15,16.24,19.39,8.93,22.6,43.0,1022.3,2.6,56.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,17/09/25 12:00,1.5,37.08,72.76,30.01,20.76,8.89,24.9,34.0,1021.8,3.1,69.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,17/09/25 13:00,0.96,53.11,88.36,30.76,12.91,8.4,27.7,24.0,1020.7,2.9,90.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,17/09/25 14:00,1.53,39.52,85.9,25.3,20.1,8.39,29.4,22.0,1020.0,3.1,111.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,17/09/25 15:00,0.97,49.24,80.18,23.46,22.14,8.63,30.7,23.0,1019.6,4.7,148.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,17/09/25 16:00,1.13,58.38,77.48,29.96,13.25,9.26,32.0,22.0,1019.2,5.7,198.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,17/09/25 17:00,2.31,56.69,86.6,32.88,23.52,13.33,31.7,26.0,1018.8,2.1,239.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,17/09/25 18:00,2.08,44.85,84.28,51.07,28.79,10.67,30.6,27.0,1018.5,3.7,331.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,17/09/25 19:00,1.41,59.52,74.54,44.58,30.65,10.07,29.6,26.0,1018.5,3.8,319.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,17/09/25 20:00,1.07,24.79,85.56,22.28,15.33,10.09,27.5,27.0,1018.8,4.6,321.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,17/09/25 21:00,1.0,30.58,82.96,25.24,13.91,8.79,25.5,30.0,1019.4,3.9,338.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,17/09/25 22:00,0.45,20.46,66.94,17.78,11.86,3.34,24.2,32.0,1020.0,3.1,339.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,17/09/25 23:00,0.81,24.81,64.73,13.56,9.81,6.17,22.3,40.0,1020.0,3.2,360.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,18/09/25 00:00,0.84,20.96,51.69,19.47,9.03,5.32,21.0,44.0,1020.3,2.9,360.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,18/09/25 01:00,0.85,23.19,62.55,19.76,11.71,2.81,21.0,44.0,1020.1,2.2,351.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,18/09/25 02:00,0.78,14.05,57.59,13.23,8.07,5.16,20.5,47.0,1020.3,2.5,352.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,18/09/25 03:00,0.6,14.59,59.83,10.65,8.92,5.81,20.1,48.0,1019.9,1.8,349.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,18/09/25 04:00,0.69,22.88,62.54,18.05,8.13,5.54,19.8,51.0,1019.7,2.3,51.0,0.0,True,2025,9,condicoes_seguras
Lisboa,18/09/25 05:00,0.74,35.4,50.66,20.53,11.15,4.19,19.6,56.0,1019.0,2.1,31.0,0.0,True,2025,9,condicoes_seguras
Lisboa,18/09/25 06:00,0.73,21.68,71.27,20.26,5.39,4.53,19.6,58.0,1019.1,3.0,14.0,0.0,True,2025,9,condicoes_seguras
Lisboa,18/09/25 07:00,2.11,44.18,100.31,40.18,26.66,13.45,19.1,64.0,1019.5,2.5,8.0,0.0,True,2025,9,condicoes_seguras
Lisboa,18/09/25 08:00,1.74,42.12,77.55,35.38,25.55,13.11,19.3,62.0,1020.2,3.7,11.0,0.0,True,2025,9,condicoes_seguras
Lisboa,18/09/25 09:00,1.49,42.91,76.72,38.68,22.61,10.06,19.9,57.0,1019.9,4.5,29.0,0.0,True,2025,9,condicoes_seguras
Lisboa,18/09/25 10:00,1.62,42.9,89.02,27.68,22.43,10.05,20.9,51.0,1020.9,2.8,50.0,0.0,True,2025,9,condicoes_seguras
Lisboa,18/09/25 11:00,1.22,34.09,89.63,31.8,20.09,10.82,22.4,46.0,1021.0,2.5,45.0,0.0,True,2025,9,risco_incendio_moderado
Lisboa,18/09/25 12:00,0.88,40.89,77.87,28.59,17.98,9.32,25.3,32.0,1020.9,1.1,90.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,18/09/25 13:00,1.46,38.87,77.22,23.53,24.28,6.45,27.8,25.0,1020.3,1.8,180.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,18/09/25 14:00,1.51,42.07,94.47,25.32,18.99,9.68,29.7,24.0,1020.0,4.1,195.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,18/09/25 15:00,1.48,38.71,90.79,19.05,19.73,11.01,30.6,23.0,1019.4,7.1,210.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,18/09/25 16:00,1.22,42.09,85.85,37.07,19.49,11.27,30.3,24.0,1019.4,8.5,216.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,18/09/25 17:00,2.12,55.78,92.99,38.1,31.44,12.3,30.3,25.0,1018.9,8.2,221.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,18/09/25 18:00,1.67,43.37,77.03,42.65,27.7,14.27,29.7,29.0,1018.5,5.0,201.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,18/09/25 19:00,1.5,46.39,87.42,42.05,29.28,12.13,28.1,33.0,1018.6,3.7,209.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,18/09/25 20:00,0.98,33.59,75.3,28.1,15.55,10.27,25.8,42.0,1018.6,3.4,198.0,0.0,True,2025,9,condicoes_quente_humido
Lisboa,18/09/25 21:00,1.09,30.75,72.22,24.39,23.14,8.65,23.9,51.0,1019.4,4.1,232.0,0.0,True,2025,9,condicoes_seguras
Lisboa,18/09/25 22:00,0.66,15.41,48.9,16.9,9.76,5.68,22.7,53.0,1019.9,4.1,225.0,0.0,True,2025,9,condicoes_seguras
Lisboa,18/09/25 23:00,0.77,27.03,57.83,18.13,10.19,5.74,21.7,59.0,1019.9,4.3,222.0,0.0,True,2025,9,condicoes_seguras
